invoice_id,date,vendor,amount,description,category,approved_by
INV-1456,2024-06-14,Frontier Logistics Partners,5979.6,Print and marketing collateral production,MARKETING,J.Harrison
INV-1709,2024-04-28,Quantum Cloud Infrastructure,4999.0,Annual maintenance and support contract renewal,IT,S.Patel
INV-1343,2024-07-29,Crestview Supplies Ltd,303.07,Insurance premium — commercial liability policy,MARKETING,J.Harrison
INV-1539,2024-12-16,Apex Technology Solutions,15037.52,Q1 consulting services — enterprise architecture,FACILITIES,D.Okafor
INV-1287,2024-11-10,Unity Healthcare Partners,8208.42,Personal expense reimbursement,CONSULTING,L.Torres
INV-1111,2024-01-19,Blue Ridge Analytics Group,13799.58,Freight and logistics — bulk shipment handling,CONSULTING,A.Reeves
INV-1439,2024-06-23,Horizon Training Solutions,3504.54,Industry conference attendance — professional development,CONSULTING,D.Okafor
INV-1189,2024-10-10,Cascade Digital Systems,25567.04,Corporate travel management — Q1 booking fees,IT,L.Torres
INV-1053,2024-03-19,Cascade Digital Systems,4864.6,Warehouse storage and fulfillment services Q4,IT,J.Harrison
INV-1529,2024-11-18,Pacific Rim Staffing,3791.04,Customs brokerage and import clearance fees,SECURITY,A.Reeves
INV-1316,2024-08-30,Sterling Law Group,11134.51,Warehouse storage and fulfillment services Q4,LEGAL,L.Torres
INV-1341,2024-05-23,Pacific Rim Staffing,4088.66,Annual security audit and penetration testing,CONSULTING,R.Novak
INV-1445,2024-08-05,Quantum Cloud Infrastructure,34601.6,Print and marketing collateral production,IT,M.Chen
INV-1679,2024-07-25,Sunrise Fleet Management,27000,Temporary staffing — operations peak period,LOGISTICS,A.Reeves
INV-1618,2024-09-19,Vanguard Analytics Inc,26964.55,Annual security audit and penetration testing,IT,D.Okafor
INV-1697,2024-08-12,Meridian Legal Partners LLP,50000.0,Equipment lease payment — fiscal Q3,LEGAL,R.Novak
INV-1412,2024-03-14,Unity Healthcare Partners,5307.95,Office supplies and stationery restock,MARKETING,A.Reeves
INV-1200,2024-10-26,Westbrook Print & Media,1506.41,Financial audit preparation and documentation support,MARKETING,D.Okafor
INV-1073,2024-09-10,Summit Financial Advisors,9449.31,Inventory management system — annual license,FINANCE,J.Harrison
INV-1290,2024-06-02,Frontier Logistics Partners,4089.5,Advertising placement — industry trade publication,LOGISTICS,S.Patel
INV-1646,2024-10-21,Meridian Legal Partners LLP,16097.53,Annual security audit and penetration testing,LEGAL,M.Chen
INV-1015,2024-11-22,Cascade Digital Systems,6059.89,Employee benefits consulting — open enrollment,CONSULTING,L.Torres
INV-1639,2024-03-27,Frontier Logistics Partners,2678.94,Network infrastructure upgrade phase 2,LOGISTICS,A.Reeves
INV-1106,2024-10-21,Blue Ridge Analytics Group,14486.06,Office supplies and stationery restock,CONSULTING,A.Reeves
INV-1133,2024-11-11,Westbrook Print & Media,1317.84,Consulting — no further details,MARKETING,R.Novak
INV-1396,2024-09-03,Cascade Digital Systems,13299.0,Software development sprint 18 — backend API,IT,R.Novak
INV-1432,2024-07-05,Blue Ridge Analytics Group,74410.94,Office supplies and stationery restock,CONSULTING,A.Reeves
INV-1669-03,2024-10-04,Summit Financial Advisors,4820.73,Partial payment 3/4 — project milestone,FINANCE,R.Novak
INV-1288,2024-03-19,Apex Technology Solutions,7657.47,Structural engineering assessment — building A,FACILITIES,R.Novak
INV-1033,2024-06-08,Meridian Legal Partners LLP,15377.08,Annual maintenance and support contract renewal,LEGAL,S.Patel
INV-1537,2024-03-09,Titan Security Services,3697.74,Customs brokerage and import clearance fees,SECURITY,A.Reeves
INV-1508,2024-11-25,Sterling Law Group,15244.49,Tax planning and financial advisory services,LEGAL,D.Okafor
INV-1325,2024-03-10,Titan Security Services,8621.93,Staff compliance certification training,SECURITY,R.Novak
INV-1526,2024-03-17,Horizon Training Solutions,1646.95,Annual security audit and penetration testing,MARKETING,L.Torres
INV-1072,2024-05-19,Delta Freight Services LLC,1769.5,Database migration and cloud uplift services,LOGISTICS,L.Torres
INV-1270,2024-12-21,Crestview Supplies Ltd,175.99,Freight and logistics — bulk shipment handling,SUPPLIES,D.Okafor
INV-1587,2024-09-07,Blue Ridge Analytics Group,13548.03,Firewall replacement and network segmentation,CONSULTING,S.Patel
INV-1353,2024-11-29,Delta Freight Services LLC,1722.84,Brand identity redesign — new product line,LOGISTICS,L.Torres
INV-1654,2024-08-23,Apex Technology Solution,16675.31,Q1 consulting services — enterprise architecture,IT,S.Patel
INV-1577,2024-05-11,Apex Technology Solutions,15670.68,Insurance premium — commercial liability policy,IT,M.Chen
INV-1571,2024-08-24,Apex Technology Solutions,44768.12,Industry conference attendance — professional development,IT,D.Okafor
INV-1691,2024-09-01,Lakeview Office Supplies Co,25000.0,Miscellaneous expenses,SUPPLIES,A.Reeves
INV-1726,2024-06-05,Quick Pay Services,12780.81,Adjustment,OPERATIONS,S.Patel
